05/15/2020	47100
05/14/2020	47704
05/13/2020	48484
05/12/2020	46334
05/11/2020	46151
05/08/2020	45770
05/07/2020	45659
05/06/2020	43836
05/05/2020	37070
05/04/2020	34489
04/30/2020	33331
04/29/2020	33195
04/28/2020	35263
04/27/2020	33919
04/24/2020	31624
04/23/2020	33334
04/22/2020	33666
04/21/2020	31318
04/20/2020	31814
04/17/2020	30865
04/16/2020	31617
04/15/2020	32887
04/14/2020	30434
04/13/2020	27782
04/08/2020	25708
04/07/2020	23520
04/06/2020	22766
04/03/2020	20347
04/02/2020	20383
04/01/2020	19747
03/30/2020	20701
03/27/2020	20652
03/26/2020	20393
03/25/2020	21651
03/20/2020	21650
03/19/2020	21043
03/18/2020	19203
03/17/2020	21684
03/16/2020	20876
03/13/2020	23205
03/12/2020	21983
03/11/2020	24000
03/10/2020	25197
03/09/2020	23316
03/06/2020	24339
03/05/2020	25580
03/04/2020	26600
03/03/2020	25672
03/02/2020	26103
02/28/2020	24600
02/27/2020	24930
02/26/2020	25435
02/21/2020	29561
02/20/2020	29839
02/19/2020	30380
02/18/2020	29757
02/17/2020	30300
02/14/2020	30200
02/13/2020	29917
02/12/2020	28750
02/11/2020	27510
02/10/2020	27599
02/07/2020	27259
02/06/2020	28683
02/05/2020	28654
02/04/2020	29945
02/03/2020	28409
01/31/2020	28396
01/30/2020	28230
01/29/2020	28287
01/28/2020	28587
01/27/2020	27501
01/24/2020	27303
01/23/2020	27742
01/22/2020	27276
01/21/2020	26590
01/20/2020	27880
01/17/2020	27134
01/16/2020	27000
01/15/2020	26800
